"";"Unnamed: 0";"Position";"Name";"Salary";"GameInfo";"AvgPointsPerGame";"Team";"Opponent";"Projection";"Actual_fpts";"Consistency";"Unpredictability"
"23";"28";"PG/SG";"Jameer Nelson";"3500";"NO@POR 12/02/2017 10:00PM ET";"18.105";"NO";"POR";"15.31";"12.75";"8.15024359072999";"7.812024999999999"
"24";"29";"SG/SF";"E'Twaun Moore";"3500";"NO@POR 12/02/2017 10:00PM ET";"19.952";"NO";"POR";"22.48";"22.75";"7.14976076154779";"6.390783999999994"
"25";"30";"PG/SG";"Shabazz Napier";"3500";"NO@POR 12/02/2017 10:00PM ET";"13.694";"POR";"NO";"11.21";"32.75";"10.0507047845744";"6.170256"
"26";"32";"SF";"Darius Miller";"3400";"NO@POR 12/02/2017 10:00PM ET";"11.952";"NO";"POR";"12.87";"19.5";"8.298736393891188";"0.8427239999999987"
"27";"33";"SG/SF";"Pat Connaughton";"3400";"NO@POR 12/02/2017 10:00PM ET";"11.875";"POR";"NO";"7.7";"21.0";"7.702485928171775";"17.430625"
"28";"36";"SF/PF";"Dante Cunningham";"3300";"NO@POR 12/02/2017 10:00PM ET";"12.333";"NO";"POR";"12.87";"26.0";"5.748154738238772";"0.288368999999999"
"29";"37";"PF/C";"Ed Davis";"3300";"NO@POR 12/02/2017 10:00PM ET";"16.773";"POR";"NO";"12.43";"11.0";"5.252255154743182";"18.861649"
"30";"38";"PG/SG";"Ian Clark";"3200";"NO@POR 12/02/2017 10:00PM ET";"9.944";"NO";"POR";"3.46";"4.0";"7.103003973050872";"42.04225600000001"
"31";"39";"PF/C";"Meyers Leonard";"3200";"NO@POR 12/02/2017 10:00PM ET";"8.964";"POR";"NO";"8.4";"27.0";"7.23835271315235";"0.31809600000000005"
"32";"40";"SG/SF";"Tony Allen";"3100";"NO@POR 12/02/2017 10:00PM ET";"10.0";"NO";"POR";"7.22";"11.0";"5.438457770054547";"7.7284000000000015"
"34";"47";"SF/PF";"Richard Jefferson";"3000";"LAL@DEN 12/02/2017 09:00PM ET";"3.0";"DEN";"LAL";"7.35";"7.75";"2.886390479474321";"18.922499999999996"
