"";"Unnamed: 0";"Position";"Name";"Salary";"GameInfo";"AvgPointsPerGame";"Team";"Opponent";"Projection";"Actual_fpts";"Consistency";"Unpredictability"
"11";"17";"SG/SF";"Kent Bazemore";"6100";"ATL@OKC 12/22/2017 08:00PM ET";"28.637";"ATL";"OKC";"26.75";"27.75";"9.45800969382148";"3.560769000000002"
"12";"19";"SG/SF";"Josh Richardson";"6100";"DAL@MIA 12/22/2017 08:00PM ET";"22.548";"MIA";"DAL";"29.23";"42.5";"9.280946337108123";"44.64912400000003"
"13";"20";"SG/SF";"Dion Waiters";"6000";"DAL@MIA 12/22/2017 08:00PM ET";"25.448";"MIA";"DAL";"31.65";"9.75";"9.815063827666963";"38.46480399999998"
"14";"22";"SG";"Eric Gordon";"5900";"LAC@HOU 12/22/2017 08:00PM ET";"27.375";"HOU";"LAC";"34.67";"38.0";"8.966286938894395";"53.21702500000003"
"15";"23";"SG/SF";"Taurean Prince";"5800";"ATL@OKC 12/22/2017 08:00PM ET";"26.653";"ATL";"OKC";"28.1";"18.25";"9.738648925530523";"2.093809000000008"
"16";"24";"SF/PF";"Carmelo Anthony";"5600";"ATL@OKC 12/22/2017 08:00PM ET";"30.783";"OKC";"ATL";"30.96";"33.25";"6.227459353540575";"0.03132899999999986"
"17";"25";"PF/C";"Kelly Olynyk";"5600";"DAL@MIA 12/22/2017 08:00PM ET";"22.032";"MIA";"DAL";"35.42";"23.5";"9.184910075739186";"179.23854400000005"
"18";"27";"PG/SG";"Austin Rivers";"5600";"LAC@HOU 12/22/2017 08:00PM ET";"25.964";"LAC";"HOU";"29.75";"54.0";"7.94373597096924";"14.33379600000001"
"19";"28";"SG/SF";"Trevor Ariza";"5500";"LAC@HOU 12/22/2017 08:00PM ET";"25.313";"HOU";"LAC";"32.19";"22.0";"7.329777853547332";"47.293128999999986"
"20";"29";"SG/SF";"Nicolas Batum";"5500";"CHA@MIL 12/22/2017 08:00PM ET";"24.559";"CHA";"MIL";"27.91";"23.75";"11.6035195810007";"11.229200999999994"
"21";"30";"PG/SG";"Tyler Johnson";"5400";"DAL@MIA 12/22/2017 08:00PM ET";"21.362";"MIA";"DAL";"30.36";"33.25";"7.8674164647656335";"80.96400400000002"
"22";"32";"PF/C";"John Collins";"5000";"ATL@OKC 12/22/2017 08:00PM ET";"24.5";"ATL";"OKC";"26.52";"32.25";"9.76968323572038";"4.080399999999998"
"23";"34";"SG/SF";"Jeremy Lamb";"4900";"CHA@MIL 12/22/2017 08:00PM ET";"27.033";"CHA";"MIL";"24.12";"21.0";"8.509347285665934";"8.485569000000002"
"24";"35";"PG/SG";"Yogi Ferrell";"4800";"DAL@MIA 12/22/2017 08:00PM ET";"19.539";"DAL";"MIA";"16.98";"34.5";"7.206813296786373";"6.548481000000005"
"25";"36";"PG/SG";"Malcolm Brogdon";"4700";"CHA@MIL 12/22/2017 08:00PM ET";"24.116";"MIL";"CHA";"22.32";"32.0";"10.000735267086762";"3.225615999999998"
"26";"37";"SF/PF";"Ersan Ilyasova";"4600";"ATL@OKC 12/22/2017 08:00PM ET";"20.175";"ATL";"OKC";"22.49";"30.75";"6.486899190762188";"5.35922499999999"
"27";"38";"SG/SF";"Wesley Matthews";"4600";"DAL@MIA 12/22/2017 08:00PM ET";"22.914";"DAL";"MIA";"23.09";"15.5";"11.090566166555105";"0.03097599999999943"
"28";"39";"PF/C";"Dirk Nowitzki";"4500";"DAL@MIA 12/22/2017 08:00PM ET";"22.867";"DAL";"MIA";"21.49";"31.5";"8.205782620874906";"1.8961290000000068"
"29";"40";"SF/PF";"PJ Tucker";"4400";"LAC@HOU 12/22/2017 08:00PM ET";"18.325";"HOU";"LAC";"27.35";"17.5";"6.868730527857933";"81.45062500000004"
"30";"41";"PF/C";"Ryan Anderson";"4400";"LAC@HOU 12/22/2017 08:00PM ET";"20.905";"HOU";"LAC";"26.59";"33.5";"7.419667821960447";"32.31922499999999"
"31";"42";"C";"John Henson";"4400";"CHA@MIL 12/22/2017 08:00PM ET";"21.777";"MIL";"CHA";"23.34";"16.0";"10.888598664766414";"2.442968999999996"
"32";"43";"SF";"Michael Kidd-Gilchrist";"4400";"CHA@MIL 12/22/2017 08:00PM ET";"20.87";"CHA";"MIL";"20.43";"24.75";"9.556847457887633";"0.19360000000000113"
"33";"44";"PF/C";"Bam Adebayo";"4300";"DAL@MIA 12/22/2017 08:00PM ET";"15.227";"MIA";"DAL";"26.3";"33.0";"9.652673574862932";"122.61132900000001"
"34";"46";"SF/PF";"Marvin Williams";"4000";"CHA@MIL 12/22/2017 08:00PM ET";"19.145";"CHA";"MIL";"17.79";"35.0";"7.8613487451942525";"1.8360250000000011"
"35";"47";"SG/SF";"Wayne Ellington";"3900";"DAL@MIA 12/22/2017 08:00PM ET";"16.032";"MIA";"DAL";"22.34";"35.75";"9.935412336720283";"39.790864"
"36";"48";"PF/C";"Jordan Mickey";"3900";"DAL@MIA 12/22/2017 08:00PM ET";"13.55";"MIA";"DAL";"24.63";"10.75";"5.1498381851601245";"122.76639999999996"
"37";"50";"PF";"Maxi Kleber";"3900";"DAL@MIA 12/22/2017 08:00PM ET";"13.077";"DAL";"MIA";"16.12";"1.25";"5.1314452904840335";"9.259849000000006"
"38";"51";"PF/C";"Frank Kaminsky";"3900";"CHA@MIL 12/22/2017 08:00PM ET";"18.938";"CHA";"MIL";"15.68";"27.25";"9.010399311441974";"10.614563999999994"
"39";"53";"SG";"Marco Belinelli";"3700";"ATL@OKC 12/22/2017 08:00PM ET";"20.0";"ATL";"OKC";"15.59";"40.75";"9.002658598553277";"19.4481"
"41";"55";"SF/PF";"Sam Dekker";"3700";"LAC@HOU 12/22/2017 08:00PM ET";"9.106";"LAC";"HOU";"12.89";"23.75";"4.200708012013903";"14.318656000000006"
"42";"56";"SG/SF";"Tony Snell";"3700";"CHA@MIL 12/22/2017 08:00PM ET";"16.135";"MIL";"CHA";"16.14";"4.0";"6.5946013025708625";"2.4999999999990054e-05"
"43";"58";"PG/SG";"Devin Harris";"3600";"DAL@MIA 12/22/2017 08:00PM ET";"16.577";"DAL";"MIA";"16.96";"1.5";"6.72160286352482";"0.14668899999999932"
"44";"59";"PF/C";"Montrezl Harrell";"3600";"LAC@HOU 12/22/2017 08:00PM ET";"13.208";"LAC";"HOU";"20.45";"6.25";"5.693397292238855";"52.44656399999999"
"45";"60";"SF/PF";"Jerami Grant";"3500";"ATL@OKC 12/22/2017 08:00PM ET";"16.725";"OKC";"ATL";"16.66";"9.5";"7.136001304644152";"0.004225000000000166"
"46";"62";"PG";"Jawun Evans";"3500";"LAC@HOU 12/22/2017 08:00PM ET";"11.217";"LAC";"HOU";"16.99";"25.25";"5.40170427651395";"33.32752899999998"
"47";"63";"PG/SG";"Malcolm Delaney";"3400";"ATL@OKC 12/22/2017 08:00PM ET";"11.826";"ATL";"OKC";"11.8";"35.0";"6.071532840182269";"0.0006759999999999897"
"48";"64";"SG/SF";"Andre Roberson";"3400";"ATL@OKC 12/22/2017 08:00PM ET";"15.664";"OKC";"ATL";"14.73";"18.25";"5.931473934945315";"0.8723559999999987"
"49";"65";"SG/SF";"Alex Abrines";"3400";"ATL@OKC 12/22/2017 08:00PM ET";"9.828";"OKC";"ATL";"6.73";"0.5";"5.08909589797869";"9.597603999999993"
"50";"66";"PF/C";"Thon Maker";"3400";"CHA@MIL 12/22/2017 08:00PM ET";"12.543";"MIL";"CHA";"13.1";"8.5";"5.958067661703574";"0.31024900000000044"
"51";"67";"PG";"Isaiah Taylor";"3300";"ATL@OKC 12/22/2017 08:00PM ET";"11.688";"ATL";"OKC";"10.67";"20.75";"7.420379135539608";"1.0363240000000014"
"52";"68";"SG/SF";"DeAndre Liggins";"3300";"CHA@MIL 12/22/2017 08:00PM ET";"7.442";"MIL";"CHA";"6.5";"7.0";"6.147567195044103";"0.8873640000000004"
"53";"69";"PG";"Michael Carter-Williams";"3300";"CHA@MIL 12/22/2017 08:00PM ET";"13.425";"CHA";"MIL";"10.44";"16.5";"7.7286572480051685";"8.910225000000008"
"54";"70";"PF/C";"Patrick Patterson";"3200";"ATL@OKC 12/22/2017 08:00PM ET";"8.081";"OKC";"ATL";"7.33";"8.75";"3.423131736050037";"0.5640009999999992"
"55";"71";"PF/C";"Dwight Powell";"3200";"DAL@MIA 12/22/2017 08:00PM ET";"15.798";"DAL";"MIA";"14.53";"18.0";"6.083501206386383";"1.6078240000000017"
"56";"72";"PG/SG";"Matthew Dellavedova";"3200";"CHA@MIL 12/22/2017 08:00PM ET";"12.643";"MIL";"CHA";"8.43";"6.0";"4.631016530154486";"17.74936900000001"
"57";"74";"PG/SG";"Raymond Felton";"3100";"ATL@OKC 12/22/2017 08:00PM ET";"14.065";"OKC";"ATL";"14.21";"14.75";"5.716595058627776";"0.02102500000000039"
"58";"79";"SF/PF";"Josh Huestis";"3000";"ATL@OKC 12/22/2017 08:00PM ET";"6.52";"OKC";"ATL";"8.02";"18.0";"4.622296507148801";"2.25"
"59";"86";"C";"Salah Mejri";"3000";"DAL@MIA 12/22/2017 08:00PM ET";"11.845999999999998";"DAL";"MIA";"8.41";"12.25";"9.849613238720645";"11.806095999999988"
"60";"91";"C";"Willie Reed";"3000";"LAC@HOU 12/22/2017 08:00PM ET";"10.19";"LAC";"HOU";"3.57";"10.75";"6.091297583438196";"43.82439999999999"
"61";"92";"PF/C";"Tarik Black";"3000";"LAC@HOU 12/22/2017 08:00PM ET";"7.359";"HOU";"LAC";"15.37";"15.75";"8.634354830173086";"64.17612099999998"
