;Unnamed: 0;Position;Name;Salary;GameInfo;AvgPointsPerGame;Team;Opponent;Projection;Actual_fpts;Consistency;Unpredictability
0;0;SF/PF;LeBron James;11900;LAL@CLE 12/14/2017 08:00PM ET;57.411;CLE;LAL;60.43;68.5;15.223901548636382;9.11436099999999
1;1;SF/PF;Kevin Durant;11300;DAL@GS 12/14/2017 10:30PM ET;47.793;GS;DAL;52.39;65.25;7.437499999999999;21.132409000000013
2;3;C;Karl-Anthony Towns;9100;SAC@MIN 12/14/2017 08:00PM ET;42.295;MIN;SAC;46.01;69.5;11.22303786625388;13.801224999999972
3;4;SG;Jimmy Butler;8700;SAC@MIN 12/14/2017 08:00PM ET;37.76;MIN;SAC;43.45;51.25;9.690808258648108;32.37610000000006
4;5;PF/C;Kevin Love;7900;LAL@CLE 12/14/2017 08:00PM ET;38.037;CLE;LAL;39.75;54.75;11.952910776183007;2.9343690000000033
5;7;PG;Lonzo Ball;7000;LAL@CLE 12/14/2017 08:00PM ET;32.644;LAL;CLE;35.62;43.5;14.259756073469624;8.856575999999995
6;8;SG;Klay Thompson;6900;DAL@GS 12/14/2017 10:30PM ET;33.402;GS;DAL;36.41;31.75;8.158896903639029;9.048063999999973
7;9;PF/C;Zach Randolph;6800;SAC@MIN 12/14/2017 08:00PM ET;29.26;SAC;MIN;30.95;28.75;10.588713990404509;2.8560999999999925
8;10;SF/PF;Harrison Barnes;6700;DAL@GS 12/14/2017 10:30PM ET;32.313;DAL;GS;33.56;29.25;7.8831411552555775;1.5550089999999996
9;11;SG/SF;Brandon Ingram;6500;LAL@CLE 12/14/2017 08:00PM ET;29.75;LAL;CLE;32.88;45.0;10.137667153819828;9.796900000000017
10;12;PG;Jeff Teague;6400;SAC@MIN 12/14/2017 08:00PM ET;31.365;MIN;SAC;30.76;24.5;11.222642844637829;0.3660249999999962
11;13;SF/PF;Andrew Wiggins;6200;SAC@MIN 12/14/2017 08:00PM ET;29.571;MIN;SAC;29.67;24.25;7.501874765683574;0.009801000000000039
12;15;PF/C;Taj Gibson;5900;SAC@MIN 12/14/2017 08:00PM ET;26.902;MIN;SAC;29.79;22.5;9.972297153931773;8.340543999999989
13;16;SF/PF;Kyle Kuzma;5500;LAL@CLE 12/14/2017 08:00PM ET;28.3;LAL;CLE;24.87;28.75;8.397450706171076;11.764899999999997
14;17;PG/SG;Dwyane Wade;5300;LAL@CLE 12/14/2017 08:00PM ET;24.635;CLE;LAL;25.37;21.0;12.319746092791428;0.5402249999999992
15;18;SG/SF;Buddy Hield;5200;SAC@MIN 12/14/2017 08:00PM ET;22.42;SAC;MIN;24.17;14.25;10.188638965562976;3.0625
16;19;PF/C;Julius Randle;5100;LAL@CLE 12/14/2017 08:00PM ET;24.721;LAL;CLE;26.71;23.5;7.705896959680707;3.956121000000003
17;20;PF/C;Willie Cauley-Stein;5100;SAC@MIN 12/14/2017 08:00PM ET;23.927;SAC;MIN;25.94;17.25;10.431743475077623;4.052169000000006
18;21;PG/SG;Jordan Clarkson;5000;LAL@CLE 12/14/2017 08:00PM ET;24.269;LAL;CLE;31.19;17.75;8.847596891825141;47.900241000000044
19;22;C;Brook Lopez;4700;LAL@CLE 12/14/2017 08:00PM ET;25.529;LAL;CLE;21.27;13.75;12.705546861612515;18.139081000000004
20;23;SG/SF;Wesley Matthews;4600;DAL@GS 12/14/2017 10:30PM ET;23.393;DAL;GS;25.4;13.5;11.090566166555105;4.028048999999991
21;24;PG/SG;Yogi Ferrell;4600;DAL@GS 12/14/2017 10:30PM ET;18.232;DAL;GS;24.81;18.75;7.206813296786373;43.27008399999999
22;25;PF/C;Dirk Nowitzki;4400;DAL@GS 12/14/2017 10:30PM ET;22.643;DAL;GS;24.13;33.25;8.205782620874906;2.211168999999995
23;26;PG;De'Aaron Fox;4400;SAC@MIN 12/14/2017 08:00PM ET;20.852;SAC;MIN;20.14;4.0;6.8503212030382405;0.5069439999999996
24;27;SF/PF;Jeff Green;4300;LAL@CLE 12/14/2017 08:00PM ET;19.054;CLE;LAL;20.04;16.25;9.840392946083675;0.9721960000000013
25;28;SG/SF;Andre Iguodala;4200;DAL@GS 12/14/2017 10:30PM ET;18.125;GS;DAL;23.17;20.75;4.83284733864963;25.452025000000017
26;29;PG/SG;George Hill;4200;SAC@MIN 12/14/2017 08:00PM ET;19.26;SAC;MIN;20.22;24.0;8.395032013042;0.9215999999999949
27;30;SG/SF;JR Smith;4100;LAL@CLE 12/14/2017 08:00PM ET;18.036;CLE;LAL;19.71;19.5;7.428017137600802;2.802275999999998
28;31;SG/SF;Bogdan Bogdanovic;3900;SAC@MIN 12/14/2017 08:00PM ET;18.594;SAC;MIN;19.25;21.5;5.3259388843658355;0.43033599999999844
29;32;PG/SG;Shaun Livingston;3800;DAL@GS 12/14/2017 10:30PM ET;11.09;GS;DAL;16.49;9.75;5.9574505722046425;29.159999999999986
30;33;SG/SF;Kyle Korver;3800;LAL@CLE 12/14/2017 08:00PM ET;17.375;CLE;LAL;16.0;15.75;8.496743416910414;1.890625
31;34;PF/C;Gorgui Dieng;3800;SAC@MIN 12/14/2017 08:00PM ET;15.76;MIN;SAC;17.66;27.0;7.244641782643467;3.610000000000001
32;35;PF/C;Dwight Powell;3700;DAL@GS 12/14/2017 10:30PM ET;16.398;DAL;GS;15.8;15.5;6.083501206386383;0.35760399999999876
33;36;SF/PF;Jae Crowder;3700;LAL@CLE 12/14/2017 08:00PM ET;15.938;CLE;LAL;16.18;14.0;7.383030368818793;0.05856399999999957
34;38;PF/C;David West;3600;DAL@GS 12/14/2017 10:30PM ET;16.605999999999998;GS;DAL;19.27;22.75;6.327501932181009;7.096896000000008
