"";"Unnamed: 0";"Position";"Name";"Salary";"GameInfo";"AvgPointsPerGame";"Team";"Opponent";"Projection";"Actual_fpts";"Consistency";"Unpredictability"
"24";"32";"PG/SF";"DeAndre Liggins";"3500";"MIL@POR 11/30/2017 10:00PM ET";"7.7970000000000015";"MIL";"POR";"9.27";"7.75";"6.147567195044103";"2.1697289999999945"
"26";"35";"SF/PF";"Sam Dekker";"3500";"UTA@LAC 11/30/2017 10:30PM ET";"7.266";"LAC";"UTA";"16.91";"11.75";"4.200708012013903";"93.006736"
"27";"36";"PF/C";"Montrezl Harrell";"3500";"UTA@LAC 11/30/2017 10:30PM ET";"9.538";"LAC";"UTA";"19.25";"19.75";"5.693397292238855";"94.32294399999999"
"28";"37";"SG/SF";"Pat Connaughton";"3400";"MIL@POR 11/30/2017 10:00PM ET";"12.095";"POR";"MIL";"18.21";"7.25";"7.702485928171775";"37.393225"
"29";"38";"PF/C";"Ed Davis";"3300";"MIL@POR 11/30/2017 10:00PM ET";"17.417";"POR";"MIL";"12.01";"3.25";"5.252255154743182";"29.23564900000002"
"30";"43";"SG";"Sindarius Thornwell";"3200";"UTA@LAC 11/30/2017 10:30PM ET";"8.487";"LAC";"UTA";"9.33";"4.25";"5.6258332716140815";"0.710649"
"31";"44";"PG/SG";"Jason Terry";"3000";"MIL@POR 11/30/2017 10:00PM ET";"4.958";"MIL";"POR";"4.7";"6.0";"4.762592956223181";"0.066564"
"32";"51";"PF/C";"Ekpe Udoh";"3000";"UTA@LAC 11/30/2017 10:30PM ET";"11.333";"UTA";"LAC";"12.32";"12.0";"5.544319046033563";"0.9741690000000002"
"33";"52";"C";"Willie Reed";"3000";"UTA@LAC 11/30/2017 10:30PM ET";"11.056";"LAC";"UTA";"13.69";"16.25";"6.091297583438196";"6.937956000000002"
"34";"55";"SF";"Royce O'Neale";"3000";"UTA@LAC 11/30/2017 10:30PM ET";"4.75";"UTA";"LAC";"16.51";"21.75";"5.174236878296863";"138.29760000000005"
"35";"57";"PG";"Jawun Evans";"3000";"UTA@LAC 11/30/2017 10:30PM ET";"8.125";"LAC";"UTA";"10.76";"15.0";"5.40170427651395";"6.943224999999999"
