"";"Unnamed: 0";"Position";"Name";"Salary";"GameInfo";"AvgPointsPerGame";"Team";"Opponent";"Projection";"Actual_fpts";"Consistency";"Unpredictability"
"0";"0";"SF/PF";"LeBron James";"11800";"CLE@CHI 12/04/2017 08:00PM ET";"56.261";"CLE";"CHI";"54.24";"44.75";"15.223901548636382";"4.0844410000000035"
"1";"1";"PF/C";"DeMarcus Cousins";"11000";"GS@NO 12/04/2017 08:00PM ET";"54.576";"NO";"GS";"56.36";"58.75";"13.334240648953747";"3.182655999999996"
"2";"2";"SF/PF";"Giannis Antetokounmpo";"10600";"MIL@BOS 12/04/2017 07:30PM ET";"55.51300000000001";"MIL";"BOS";"56.24";"55.25";"7.916789214737768";"0.5285289999999849"
"3";"4";"PG/SF";"Ben Simmons";"9800";"PHO@PHI 12/04/2017 07:00PM ET";"45.631";"PHI";"PHO";"53.51";"51.0";"7.909762211046177";"62.07864099999996"
"4";"5";"C";"Joel Embiid";"9800";"PHO@PHI 12/04/2017 07:00PM ET";"45.842";"PHI";"PHO";"54.01";"49.5";"14.55133692311466";"66.71622399999998"
"5";"6";"PG/SG";"Stephen Curry";"9400";"GS@NO 12/04/2017 08:00PM ET";"46.524";"GS";"NO";"47.76";"58.75";"8.590952162847113";"1.5276959999999928"
"6";"7";"SF/PF";"Kevin Durant";"9000";"GS@NO 12/04/2017 08:00PM ET";"45.819";"GS";"NO";"46.5";"38.25";"7.437499999999999";"0.4637609999999964"
"7";"8";"C";"Andre Drummond";"8800";"DET@SA 12/04/2017 08:30PM ET";"44.341";"DET";"SA";"45.96";"41.25";"8.484222188497355";"2.6211609999999994"
"8";"9";"PG/SG";"Victor Oladipo";"8700";"NY@IND 12/04/2017 07:00PM ET";"41.284";"IND";"NY";"44.01";"33.75";"10.730568593470773";"7.431075999999995"
"9";"10";"PG";"Kyrie Irving";"8500";"MIL@BOS 12/04/2017 07:30PM ET";"38.457";"BOS";"MIL";"38.88";"42.0";"8.936995190830961";"0.17892900000000153"
