;Unnamed: 0;Position;Name;Salary;GameInfo;AvgPointsPerGame;Team;Opponent;Projection;Actual_fpts;Consistency;Unpredictability
0;0;PG/SG;James Harden;11600;CHA@HOU 12/13/2017 09:30PM ET;58.09;HOU;CHA;59.97;42.0;12.195127130579415;3.534399999999983
1;1;PG/SG;Chris Paul;8400;CHA@HOU 12/13/2017 09:30PM ET;40.795;HOU;CHA;43.83;62.75;8.287038071591079;9.21122499999998
2;2;PG;Kyle Lowry;8300;TOR@PHO 12/13/2017 09:00PM ET;37.95;TOR;PHO;42.62;28.0;13.175075041121447;21.808899999999948
3;3;SG/SF;DeMar DeRozan;8300;TOR@PHO 12/13/2017 09:00PM ET;38.65;TOR;PHO;42.21;51.25;11.352119363144825;12.673600000000016
4;5;C;Dwight Howard;7600;CHA@HOU 12/13/2017 09:30PM ET;35.827;CHA;HOU;40.74;55.5;11.561698842166713;24.13756900000004
5;6;PG;Kemba Walker;7500;CHA@HOU 12/13/2017 09:30PM ET;38.552;CHA;HOU;39.79;27.75;11.18447454108748;1.5326439999999988
6;7;SF/PF;TJ Warren;6700;TOR@PHO 12/13/2017 09:00PM ET;30.536;PHO;TOR;34.44;21.75;13.005882368777455;15.241215999999971
7;8;C;Clint Capela;6700;CHA@HOU 12/13/2017 09:30PM ET;34.46;HOU;CHA;32.51;31.75;11.139991705772422;3.802500000000011
8;9;SG/SF;Nicolas Batum;6000;CHA@HOU 12/13/2017 09:30PM ET;24.167;CHA;HOU;23.51;25.75;11.6035195810007;0.43164900000000006
9;10;PF/C;Serge Ibaka;5700;TOR@PHO 12/13/2017 09:00PM ET;24.826;TOR;PHO;28.14;43.75;6.38116051818347;10.982596000000001
10;11;SG/SF;Jeremy Lamb;5400;CHA@HOU 12/13/2017 09:30PM ET;27.77;CHA;HOU;16.29;9.75;8.509347285665934;131.7904
11;12;SG/SF;Trevor Ariza;4900;CHA@HOU 12/13/2017 09:30PM ET;24.424;HOU;CHA;26.0;24.0;7.329777853547332;2.4837760000000015
12;13;SF/PF;Marvin Williams;4900;CHA@HOU 12/13/2017 09:30PM ET;20.0;CHA;HOU;25.18;10.25;7.8613487451942525;26.832399999999996
13;14;SG;Eric Gordon;4900;CHA@HOU 12/13/2017 09:30PM ET;27.707;HOU;CHA;25.79;20.5;8.966286938894395;3.674889000000006
14;15;PF/C;Greg Monroe;4800;TOR@PHO 12/13/2017 09:00PM ET;22.219;PHO;TOR;29.59;37.25;12.78152420922916;54.33164099999998
15;16;C;Jonas Valanciunas;4700;TOR@PHO 12/13/2017 09:00PM ET;22.143;TOR;PHO;24.47;37.25;11.414615735142045;5.414928999999992
16;18;PF/C;Alex Len;4400;TOR@PHO 12/13/2017 09:00PM ET;23.489;PHO;TOR;22.79;31.5;9.753005653697006;0.4886010000000023
17;19;SF;Michael Kidd-Gilchrist;4400;CHA@HOU 12/13/2017 09:30PM ET;19.413;CHA;HOU;24.24;38.25;9.556847457887633;23.29992899999998
18;20;PG;Mike James;4300;TOR@PHO 12/13/2017 09:00PM ET;21.973000000000006;PHO;TOR;21.05;21.5;9.351677338724805;0.8519290000000099
19;21;PF/C;Ryan Anderson;4300;CHA@HOU 12/13/2017 09:30PM ET;21.854;HOU;CHA;16.38;16.25;7.419667821960447;29.964676
20;22;PG;Tyler Ulis;4200;TOR@PHO 12/13/2017 09:00PM ET;17.769000000000005;PHO;TOR;21.51;34.25;7.523329942322923;13.99508099999997
21;23;SG/SF;Josh Jackson;4200;TOR@PHO 12/13/2017 09:00PM ET;17.42;PHO;TOR;19.69;2.75;7.0888493928341925;5.152899999999998
22;24;PF/C;Marquese Chriss;4000;TOR@PHO 12/13/2017 09:00PM ET;17.277;PHO;TOR;18.95;5.75;9.001835130365679;2.798928999999994
23;25;PF/C;Frank Kaminsky;4000;CHA@HOU 12/13/2017 09:30PM ET;19.239;CHA;HOU;18.66;8.0;9.010399311441974;0.33524100000000073
24;26;SG/SF;CJ Miles;3800;TOR@PHO 12/13/2017 09:00PM ET;16.807000000000002;TOR;PHO;14.65;8.75;8.061482493933731;4.652649000000007
25;27;SG;Troy Daniels;3800;TOR@PHO 12/13/2017 09:00PM ET;9.714;PHO;TOR;17.35;41.25;7.690799166072763;58.30849600000001
26;28;PG;Fred VanVleet;3800;TOR@PHO 12/13/2017 09:00PM ET;14.81;TOR;PHO;20.1;13.0;8.228507357554793;27.98410000000001
