"";"Unnamed: 0";"Position";"Name";"Salary";"GameInfo";"AvgPointsPerGame";"Team";"Opponent";"Projection";"Actual_fpts";"Consistency";"Unpredictability"
"50";"57";"SG/SF";"JR Smith";"4100";"MIA@CLE 11/28/2017 07:00PM ET";"16.987000000000002";"CLE";"MIA";"19.08";"24.25";"7.428017137600802";"4.380648999999985"
"51";"58";"PG/SG";"George Hill";"4100";"MIL@SAC 11/28/2017 10:00PM ET";"18.824";"SAC";"MIL";"18.32";"7.5";"8.395032013042";"0.25401600000000135"
"52";"59";"PG";"Tim Frazier";"4100";"WAS@MIN 11/28/2017 08:00PM ET";"13.895";"WAS";"MIN";"25.38";"9.25";"6.3902680942030505";"131.90522499999997"
"53";"60";"SG/SF";"Josh Jackson";"4000";"PHO@CHI 11/28/2017 08:00PM ET";"18.036";"PHO";"CHI";"18.64";"1.25";"7.0888493928341925";"0.36481599999999903"
"54";"62";"SF/PF";"Justise Winslow";"4000";"MIA@CLE 11/28/2017 07:00PM ET";"18.421";"MIA";"CLE";"16.87";"12.5";"7.052901605199917";"2.405600999999995"
"55";"64";"SG/SF";"Thabo Sefolosha";"3900";"DEN@UTA 11/28/2017 10:00PM ET";"17.75";"UTA";"DEN";"19.0";"11.25";"8.445906306213285";"1.5625"
"56";"65";"PF/C";"Kenneth Faried";"3900";"DEN@UTA 11/28/2017 10:00PM ET";"10.703";"DEN";"UTA";"22.59";"20.0";"9.96027825199391";"141.300769"
"57";"66";"PF/C";"Marquese Chriss";"3900";"PHO@CHI 11/28/2017 08:00PM ET";"17.345";"PHO";"CHI";"13.87";"12.5";"9.001835130365679";"12.075624999999997"
"58";"67";"PF/C";"Thon Maker";"3900";"MIL@SAC 11/28/2017 10:00PM ET";"13.181";"MIL";"SAC";"13.31";"14.25";"5.958067661703574";"0.016641000000000343"
"59";"68";"SF/PF";"Jonas Jerebko";"3800";"DEN@UTA 11/28/2017 10:00PM ET";"11.55";"UTA";"DEN";"17.74";"31.5";"7.813839628735014";"38.31609999999997"
"60";"69";"SF/PF";"Jeff Green";"3800";"MIA@CLE 11/28/2017 07:00PM ET";"17.25";"CLE";"MIA";"17.06";"15.5";"9.840392946083675";"0.036100000000000486"
"61";"71";"SG/SF";"Tony Snell";"3800";"MIL@SAC 11/28/2017 10:00PM ET";"17.569000000000006";"MIL";"SAC";"16.37";"19.0";"6.5946013025708625";"1.4376010000000123"
"62";"72";"PF/C";"Gorgui Dieng";"3800";"WAS@MIN 11/28/2017 08:00PM ET";"13.853";"MIN";"WAS";"13.48";"10.25";"7.244641782643467";"0.1391289999999995"
"63";"73";"SG/SF";"Paul Zipser";"3700";"PHO@CHI 11/28/2017 08:00PM ET";"10.117";"CHI";"PHO";"7.25";"6.5";"6.222328854506677";"8.219689000000004"
"64";"74";"PF/C";"Mason Plumlee";"3600";"DEN@UTA 11/28/2017 10:00PM ET";"16.632";"DEN";"UTA";"19.44";"4.0";"6.812018406554833";"7.884863999999999"
"65";"75";"PG/SG";"Alec Burks";"3600";"DEN@UTA 11/28/2017 10:00PM ET";"13.421";"UTA";"DEN";"13.32";"22.5";"7.422307139619986";"0.010200999999999816"
"66";"76";"SF/PF";"Trey Lyles";"3600";"DEN@UTA 11/28/2017 10:00PM ET";"8.429";"DEN";"UTA";"11.12";"10.0";"7.636524498111457";"7.241480999999994"
"67";"79";"SG/SF";"Kyle Korver";"3600";"MIA@CLE 11/28/2017 07:00PM ET";"17.303";"CLE";"MIA";"15.81";"16.5";"8.496743416910414";"2.229049000000001"
"68";"80";"SG/SF";"Wayne Ellington";"3600";"MIA@CLE 11/28/2017 07:00PM ET";"14.421";"MIA";"CLE";"13.39";"11.0";"9.935412336720283";"1.0629609999999976"
"69";"83";"SG/SF";"Bogdan Bogdanovic";"3600";"MIL@SAC 11/28/2017 10:00PM ET";"17.578";"SAC";"MIL";"14.76";"11.5";"5.3259388843658355";"7.941123999999998"
"70";"84";"SG";"Jamal Crawford";"3600";"WAS@MIN 11/28/2017 08:00PM ET";"14.775";"MIN";"WAS";"13.0";"12.75";"8.674258651775075";"3.150625000000001"
"71";"85";"PG/SG";"Garrett Temple";"3500";"MIL@SAC 11/28/2017 10:00PM ET";"15.833";"SAC";"MIL";"17.29";"21.5";"6.587086296865477";"2.122848999999997"
"72";"86";"PG/SF";"DeAndre Liggins";"3500";"MIL@SAC 11/28/2017 10:00PM ET";"7.832999999999998";"MIL";"SAC";"6.68";"7.25";"6.147567195044103";"1.329408999999997"
"73";"87";"SG";"Jodie Meeks";"3500";"WAS@MIN 11/28/2017 08:00PM ET";"10.658";"WAS";"MIN";"11.65";"14.0";"4.9987571554752686";"0.9840640000000017"
"74";"88";"SG/SF";"Shabazz Muhammad";"3500";"WAS@MIN 11/28/2017 08:00PM ET";"7.938";"MIN";"WAS";"5.65";"0.75";"5.451264339099402";"5.234943999999997"
"75";"89";"PF/C";"Dragan Bender";"3400";"PHO@CHI 11/28/2017 08:00PM ET";"13.893";"PHO";"CHI";"12.61";"8.0";"6.455294984222901";"1.6460890000000032"
"76";"90";"PF";"Jared Dudley";"3400";"PHO@CHI 11/28/2017 08:00PM ET";"11.893";"PHO";"CHI";"10.69";"0.0";"11.025444057572768";"1.4472090000000029"
"77";"91";"PF/C";"Channing Frye";"3400";"MIA@CLE 11/28/2017 07:00PM ET";"9.25";"CLE";"MIA";"14.72";"9.5";"6.7720978672645815";"29.920900000000007"
"78";"92";"PF/C";"Skal Labissiere";"3400";"MIL@SAC 11/28/2017 10:00PM ET";"15.842";"SAC";"MIL";"11.33";"18.5";"7.873520468088179";"20.358144000000003"
"79";"93";"C";"Kosta Koufos";"3400";"MIL@SAC 11/28/2017 10:00PM ET";"17.25";"SAC";"MIL";"13.19";"12.25";"8.071002531987276";"16.483600000000003"
"80";"94";"PF";"Mike Scott";"3400";"WAS@MIN 11/28/2017 08:00PM ET";"13.309";"WAS";"MIN";"11.65";"25.25";"6.899860354867095";"2.7522809999999964"
"81";"96";"C";"Ian Mahinmi";"3400";"WAS@MIN 11/28/2017 08:00PM ET";"8.882";"WAS";"MIN";"11.11";"17.5";"5.119657392137241";"4.963983999999999"
"82";"98";"SG";"Troy Daniels";"3300";"PHO@CHI 11/28/2017 08:00PM ET";"9.345";"PHO";"CHI";"5.54";"13.25";"7.690799166072763";"14.478025000000004"
"83";"104";"PG";"Antonio Blakeney";"3100";"PHO@CHI 11/28/2017 08:00PM ET";"12.25";"CHI";"PHO";"12.5";"11.0";"6.412877669190331";"0.0625"
"84";"105";"PG/SG";"Tomas Satoransky";"3100";"WAS@MIN 11/28/2017 08:00PM ET";"7.6";"WAS";"MIN";"0.0";"24.75";"5.061771209544912";"57.76"
"85";"106";"PF/C";"Ekpe Udoh";"3000";"DEN@UTA 11/28/2017 10:00PM ET";"11.4";"UTA";"DEN";"14.47";"10.0";"5.544319046033563";"9.424900000000001"
"86";"107";"SG";"Malik Beasley";"3000";"DEN@UTA 11/28/2017 10:00PM ET";"6.0";"DEN";"UTA";"3.25";"8.5";"4.05510915468502";"7.5625"
"87";"118";"PG";"Jose Calderon";"3000";"MIA@CLE 11/28/2017 07:00PM ET";"6.175";"CLE";"MIA";"10.63";"9.5";"7.559806190826397";"19.84702500000001"
"88";"126";"SG/SF";"Vince Carter";"3000";"MIL@SAC 11/28/2017 10:00PM ET";"6.125";"SAC";"MIL";"5.06";"4.5";"3.488572614822413";"1.134225000000001"
"89";"133";"PG/SG";"Aaron Brooks";"3000";"WAS@MIN 11/28/2017 08:00PM ET";"3.55";"MIN";"WAS";"7.7";"4.25";"2.548342131474425";"17.222500000000004"
