;Unnamed: 0;Position;Name;Salary;GameInfo;AvgPointsPerGame;Team;Opponent;Projection;Actual_fpts;Consistency;Unpredictability
0;0;C;Joel Embiid;10100;PHI@MIN 12/12/2017 09:30PM ET;46.774;PHI;MIN;51.19;58.0;14.55133692311466;19.501055999999974
1;1;PG/SF;Ben Simmons;9800;PHI@MIN 12/12/2017 09:30PM ET;46.09;PHI;MIN;46.71;21.25;7.909762211046177;0.38439999999999686
2;2;C;Karl-Anthony Towns;8700;PHI@MIN 12/12/2017 09:30PM ET;41.75;MIN;PHI;45.25;57.0;11.22303786625388;12.25
3;3;SG;Jimmy Butler;8000;PHI@MIN 12/12/2017 09:30PM ET;37.15;MIN;PHI;40.16;53.0;9.690808258648108;9.060099999999988
4;5;PF/C;Zach Randolph;7100;PHO@SAC 12/12/2017 10:00PM ET;29.031;SAC;PHO;31.45;34.75;10.588713990404509;5.851561000000002
5;6;SF/PF;TJ Warren;6900;PHO@SAC 12/12/2017 10:00PM ET;30.536;PHO;SAC;39.48;27.75;13.005882368777455;79.99513599999992
6;7;PG;Jeff Teague;6500;PHI@MIN 12/12/2017 09:30PM ET;31.696;MIN;PHI;30.8;23.75;11.222642844637829;0.8028160000000014
7;9;PF/C;Taj Gibson;6000;PHI@MIN 12/12/2017 09:30PM ET;26.694000000000006;MIN;PHI;28.36;32.5;9.972297153931773;2.7755559999999777
8;10;SF/PF;Andrew Wiggins;6000;PHI@MIN 12/12/2017 09:30PM ET;29.269;MIN;PHI;31.84;37.75;7.501874765683574;6.610041000000008
9;11;PF/C;Dario Saric;5700;PHI@MIN 12/12/2017 09:30PM ET;25.19;PHI;MIN;26.0;30.5;10.232948514192657;0.6560999999999979
10;12;SG/SF;Buddy Hield;5600;PHO@SAC 12/12/2017 10:00PM ET;22.625;SAC;PHO;24.27;17.5;10.188638965562976;2.7060249999999986
11;13;SG/SF;JJ Redick;5400;PHI@MIN 12/12/2017 09:30PM ET;27.24;PHI;MIN;27.38;33.0;9.064338893892556;0.01960000000000016
12;14;PF/C;Willie Cauley-Stein;5300;PHO@SAC 12/12/2017 10:00PM ET;23.946;SAC;PHO;25.99;23.5;10.431743475077623;4.177935999999987
13;16;PG;De'Aaron Fox;4700;PHO@SAC 12/12/2017 10:00PM ET;21.192;SAC;PHO;22.87;12.0;6.8503212030382405;2.8156840000000027
14;17;C;Tyson Chandler;4500;PHO@SAC 12/12/2017 10:00PM ET;22.763;PHO;SAC;19.24;25.0;6.675495456019225;12.411529000000023
15;18;PF/C;Alex Len;4500;PHO@SAC 12/12/2017 10:00PM ET;23.489;PHO;SAC;22.3;25.0;9.753005653697006;1.4137210000000002
16;19;PG;Mike James;4300;PHO@SAC 12/12/2017 10:00PM ET;21.973000000000006;PHO;SAC;25.96;25.75;9.351677338724805;15.896168999999958
17;20;SG/SF;Josh Jackson;4300;PHO@SAC 12/12/2017 10:00PM ET;17.42;PHO;SAC;24.51;16.75;7.0888493928341925;50.2681
18;21;PF/C;Trevor Booker;4300;PHI@MIN 12/12/2017 09:30PM ET;22.975;PHI;MIN;9.38;31.75;9.643882220647154;184.824025
19;22;PG;Tyler Ulis;4200;PHO@SAC 12/12/2017 10:00PM ET;17.769000000000005;PHO;SAC;21.66;19.75;7.523329942322923;15.139880999999958
20;23;PF/C;Marquese Chriss;4100;PHO@SAC 12/12/2017 10:00PM ET;17.277;PHO;SAC;19.94;21.5;9.001835130365679;7.091569000000002
21;24;PG/SG;George Hill;4000;PHO@SAC 12/12/2017 10:00PM ET;18.5;SAC;PHO;18.15;36.75;8.395032013042;0.122500000000001
22;25;SG;Troy Daniels;3900;PHO@SAC 12/12/2017 10:00PM ET;9.714;PHO;SAC;16.33;16.5;7.690799166072763;43.77145599999997
23;26;SG/SF;Bogdan Bogdanovic;3800;PHO@SAC 12/12/2017 10:00PM ET;18.326;SAC;PHO;17.39;24.75;5.3259388843658355;0.8760959999999999
24;27;PF/C;Gorgui Dieng;3800;PHI@MIN 12/12/2017 09:30PM ET;15.802;MIN;PHI;20.31;14.75;7.244641782643467;20.32206399999999
25;28;PF/C;Richaun Holmes;3800;PHI@MIN 12/12/2017 09:30PM ET;14.417;PHI;MIN;5.74;34.75;7.077588706951111;75.290329
26;31;PG/SG;Garrett Temple;3700;PHO@SAC 12/12/2017 10:00PM ET;16.21;SAC;PHO;12.48;4.0;6.587086296865477;13.912900000000004
27;32;SG;Jamal Crawford;3600;PHI@MIN 12/12/2017 09:30PM ET;14.981;MIN;PHI;14.72;12.0;8.674258651775075;0.0681209999999996
