"";"Unnamed: 0";"Position";"Name";"Salary";"GameInfo";"AvgPointsPerGame";"Team";"Opponent";"Projection";"Actual_fpts";"Consistency";"Unpredictability"
"22";"24";"SG/SF";"Thabo Sefolosha";"3700";"UTA@OKC 12/05/2017 08:00PM ET";"17.409000000000002";"UTA";"OKC";"14.83";"33.5";"8.445906306213285";"6.651241000000012"
"23";"25";"SF/PF";"Jerami Grant";"3700";"UTA@OKC 12/05/2017 08:00PM ET";"18.193";"OKC";"UTA";"15.57";"8.25";"7.136001304644152";"6.8801290000000055"
"24";"26";"PG/SG";"Shabazz Napier";"3600";"WAS@POR 12/05/2017 10:00PM ET";"14.697";"POR";"WAS";"11.76";"3.0";"10.0507047845744";"8.625968999999996"
"25";"27";"SG/SF";"Pat Connaughton";"3600";"WAS@POR 12/05/2017 10:00PM ET";"12.272";"POR";"WAS";"13.49";"7.75";"7.702485928171775";"1.4835239999999998"
"26";"29";"SG/SF";"Andre Roberson";"3500";"UTA@OKC 12/05/2017 08:00PM ET";"14.193";"OKC";"UTA";"17.52";"19.0";"5.931473934945315";"11.068928999999999"
"27";"30";"SG";"Jodie Meeks";"3400";"WAS@POR 12/05/2017 10:00PM ET";"11.602";"WAS";"POR";"12.58";"0.5";"4.9987571554752686";"0.9564839999999996"
"28";"34";"C";"Ian Mahinmi";"3300";"WAS@POR 12/05/2017 10:00PM ET";"9.818";"WAS";"POR";"14.42";"12.0";"5.119657392137241";"21.178404000000004"
"29";"35";"PF/C";"Ed Davis";"3300";"WAS@POR 12/05/2017 10:00PM ET";"16.522000000000002";"POR";"WAS";"9.66";"1.25";"5.252255154743182";"47.08704400000003"
"30";"36";"PG/SG";"Raymond Felton";"3300";"UTA@OKC 12/05/2017 08:00PM ET";"14.023";"OKC";"UTA";"12.98";"3.0";"5.716595058627776";"1.0878489999999985"
"31";"39";"PF/C";"Meyers Leonard";"3200";"WAS@POR 12/05/2017 10:00PM ET";"11.219";"POR";"WAS";"7.78";"3.25";"7.23835271315235";"11.826720999999994"
"32";"41";"PF";"Mike Scott";"3100";"WAS@POR 12/05/2017 10:00PM ET";"13.225";"WAS";"POR";"8.38";"23.75";"6.899860354867095";"23.47402499999999"
"33";"42";"PF/C";"Patrick Patterson";"3100";"UTA@OKC 12/05/2017 08:00PM ET";"6.409";"OKC";"UTA";"4.86";"9.75";"3.423131736050037";"2.3994009999999983"
